Country,Year,Renewables_equivalent_primary_energy,CO2,CO2_per_capita,Total_GHG,UN_Region,Region_Canonical,Renewables_grow_yoy,CO2_grow_yoy,CO2_per_renewable_unit,CO2_lag1,Renewables_lag1,CO2_lag2,Renewables_lag2
Algeria,2006,0.15344006,105.896,3.149,200.438,Northern Africa,Africa,-0.6236067734368042,-0.0459218148892272,690.1457155321759,110.993,0.40765893,91.714,0.19449507
Algeria,2007,0.1504157,109.889,3.214,200.464,Northern Africa,Africa,-0.019710367683641317,0.037706806678250215,730.5686839871103,105.896,0.15344006,110.993,0.40765893
Algeria,2008,0.17631334,111.087,3.191,204.95,Northern Africa,Africa,0.17217378239106695,0.010901910109292201,630.0544246963956,109.889,0.1504157,105.896,0.15344006
Algeria,2009,0.20000759,118.856,3.349,205.922,Northern Africa,Africa,0.1343871654861737,0.06993617615022463,594.257447929851,111.087,0.17631334,109.889,0.1504157
Algeria,2010,0.10803143,118.353,3.27,210.812,Northern Africa,Africa,-0.45986334818593644,-0.004232011846267758,1095.5422880174779,118.856,0.20000759,111.087,0.17631334
Algeria,2011,0.22096606,125.095,3.39,217.176,Northern Africa,Africa,1.0453867916031472,0.05696518043480103,566.1276668462116,118.353,0.10803143,118.856,0.20000759
Algeria,2012,0.21108034,135.674,3.604,229.93,Northern Africa,Africa,-0.04473863542663514,0.08456772852632,642.7600031343516,125.095,0.22096606,118.353,0.10803143
Algeria,2013,0.060776502,140.786,3.665,233.758,Northern Africa,Africa,-0.7120693381486878,0.03767855300204892,2316.4544744611985,135.674,0.21108034,125.095,0.22096606
Algeria,2014,0.110372595,151.283,3.859,247.471,Northern Africa,Africa,0.8160405974006204,0.07455997045160734,1370.657272305684,140.786,0.060776502,135.674,0.21108034
Algeria,2015,0.09101885,160.087,4.0,257.118,Northern Africa,Africa,-0.17534918880905181,0.05819556724813757,1758.8334724070892,151.283,0.110372595,140.786,0.060776502
Algeria,2016,0.13686113,158.482,3.88,260.646,Northern Africa,Africa,0.5036569897334453,-0.010025798472080738,1157.976702369767,160.087,0.09101885,151.283,0.110372595
Algeria,2017,0.23208226,165.174,3.962,267.287,Northern Africa,Africa,0.6957499912502549,0.04222561552731552,711.7045482063127,158.482,0.13686113,160.087,0.09101885
Algeria,2018,0.27123353,172.705,4.063,276.094,Northern Africa,Africa,0.16869565989231572,0.045594342935328935,636.7391229248095,165.174,0.23208226,158.482,0.13686113
Algeria,2019,0.27703846,179.907,4.155,280.463,Northern Africa,Africa,0.02140196309799891,0.04170116672939406,649.3935896120705,172.705,0.27123353,165.174,0.23208226
Algeria,2020,0.2825046,168.178,3.819,264.184,Northern Africa,Africa,0.01973061790770858,-0.06519479508857362,595.3106604281842,179.907,0.27703846,172.705,0.27123353
Algeria,2021,0.23804712,179.596,4.012,283.354,Northern Africa,Africa,-0.1573690481500124,0.06789235215069755,754.4556724735843,168.178,0.2825046,179.907,0.27703846
Algeria,2022,0.22791375,184.558,4.058,290.326,Northern Africa,Africa,-0.04256875697550977,0.027628677698835036,809.7712402169681,179.596,0.23804712,168.178,0.2825046
Algeria,2023,0.22667149,178.133,3.859,282.645,Northern Africa,Africa,-0.0054505706654380814,-0.034812904344433626,785.8641596258974,184.558,0.22791375,179.596,0.23804712
Argentina,1992,9.639757,121.535,3.607,342.419,South America,South America,0.12482237510131222,0.03210054774744164,12.607682953003899,117.755,8.570026,112.149,9.72907
Argentina,1993,11.552494,118.001,3.455,335.297,South America,South America,0.19842170295371564,-0.029078043361994377,10.21433120848191,121.535,9.639757,117.755,8.570026
Argentina,1994,12.563101,118.469,3.423,337.789,South America,South America,0.08747955203439184,0.003966068084168661,9.429917024467128,118.001,11.552494,121.535,9.639757
Argentina,1995,11.829992,125.277,3.572,347.306,South America,South America,-0.05835414361470137,0.05746651022630389,10.589778927999275,118.469,12.563101,118.001,11.552494
Argentina,1996,9.646128,131.15,3.693,350.828,South America,South America,-0.18460401325715192,0.0468801136681114,13.596128933806396,125.277,11.829992,118.469,12.563101
Argentina,1997,11.7813425,136.553,3.799,358.378,South America,South America,0.22135456838225664,0.04119710255432696,11.590614567058042,131.15,9.646128,125.277,11.829992
Argentina,1998,10.780106,139.32,3.83,360.215,South America,South America,-0.08498492425629756,0.02026319451055625,12.923806129550117,136.553,11.7813425,131.15,9.646128
Argentina,1999,8.606011,148.304,4.031,375.176,South America,South America,-0.2016765883378141,0.0644846396784382,17.232606372452928,139.32,10.780106,136.553,11.7813425
Argentina,2000,11.556684,143.469,3.855,376.635,South America,South America,0.3428618671298469,-0.03260195274571154,12.41437422707067,148.304,8.606011,139.32,10.780106
Argentina,2001,15.036309,135.137,3.592,375.235,South America,South America,0.30109199143975895,-0.05807526364580495,8.98737848497261,143.469,11.556684,148.304,8.606011
Argentina,2002,15.334841,124.931,3.285,438.218,South America,South America,0.019854074560452517,-0.07552335777766273,8.146872862913934,135.137,15.036309,143.469,11.556684
Argentina,2003,13.613283,134.481,3.5,496.371,South America,South America,-0.11226448321179217,0.07644219609224279,9.87866042305886,124.931,15.334841,135.137,15.036309
Argentina,2004,11.464811,157.049,4.046,548.137,South America,South America,-0.15782173925275778,0.16781552784408227,13.698350544112765,134.481,13.613283,124.931,15.334841
Argentina,2005,12.031582,161.589,4.12,561.961,South America,South America,0.04943570373728812,0.028908175155524685,13.430403416608057,157.049,11.464811,134.481,13.613283
Argentina,2006,12.677819,174.309,4.399,578.216,South America,South America,0.053711723030271497,0.07871822958245911,13.749131455497196,161.589,12.031582,157.049,11.464811
Argentina,2007,10.023992,173.581,4.338,509.561,South America,South America,-0.20932835529518123,-0.00417649117372032,17.316554123347263,174.309,12.677819,161.589,12.031582
Argentina,2008,9.871803,187.342,4.634,489.573,South America,South America,-0.015182474207880436,0.0792771098219276,18.977485673083226,173.581,10.023992,174.309,12.677819
Argentina,2009,11.193401,178.181,4.361,581.036,South America,South America,0.13387605080855036,-0.048899872959613955,15.918396919756562,187.342,9.871803,173.581,10.023992
Argentina,2010,11.091996,185.946,4.504,532.046,South America,South America,-0.0090593555971058,0.04357928174159986,16.763980080771756,178.181,11.193401,187.342,9.871803
Argentina,2011,10.412118,189.775,4.548,530.076,South America,South America,-0.061294468551918,0.02059199982790716,18.226358940611316,185.946,11.091996,178.181,11.193401
Argentina,2012,9.701297,191.362,4.539,492.679,South America,South America,-0.06826862699788838,0.00836253458042413,19.725403726944965,189.775,10.412118,185.946,11.091996
Argentina,2013,10.134094,189.538,4.451,465.765,South America,South America,0.04461228225463043,-0.009531672954923076,18.703003938980636,191.362,9.701297,189.775,10.412118
Argentina,2014,10.396154,188.397,4.379,484.721,South America,South America,0.02585924306603027,-0.006019901022486396,18.12179773404665,189.538,10.134094,191.362,9.701297
Argentina,2015,10.275299,191.744,4.41,451.467,South America,South America,-0.011624972081021423,0.017765675674241033,18.660673523952926,188.397,10.396154,189.538,10.134094
Argentina,2016,9.586403,189.92,4.326,443.72,South America,South America,-0.0670438884552167,-0.009512683578104197,19.811393282756836,191.744,10.275299,188.397,10.396154
Argentina,2017,10.4453335,186.899,4.22,421.577,South America,South America,0.08959883076060948,-0.015906697556866023,17.893062007067556,189.92,9.586403,191.744,10.275299
Argentina,2018,10.823792,180.599,4.044,418.329,South America,South America,0.03623230411934664,-0.03370804552191298,16.685372372270272,186.899,10.4453335,189.92,9.586403
Argentina,2019,11.416995,178.508,3.969,436.947,South America,South America,0.05480546928470176,-0.011578137198987704,15.635287569102028,180.599,10.823792,186.899,10.4453335
Argentina,2020,11.833357,165.121,3.654,396.199,South America,South America,0.03646861542814017,-0.07499383781119051,13.95385941622483,178.508,11.416995,180.599,10.823792
Argentina,2021,10.9474535,191.108,4.218,416.624,South America,South America,-0.07486493477717271,0.15738155655549568,17.456845101009108,165.121,11.833357,178.508,11.416995
Argentina,2022,12.009511,204.081,4.494,433.366,South America,South America,0.0970141138302163,0.06788308181761082,16.993281408377076,191.108,10.9474535,165.121,11.833357
Argentina,2023,14.100092,195.806,4.3,422.011,South America,South America,0.17407711271508064,-0.04054762569763959,13.8868597453123,204.081,12.009511,191.108,10.9474535
Australia,1992,4.3885193,284.529,16.213,557.035,Australia and New Zealand,Australia,-0.0012524287256154842,0.017869024877116946,64.83485215617031,279.534,4.3940225,278.16,4.137041
Australia,1993,4.406949,288.874,16.299,566.656,Australia and New Zealand,Australia,0.004199525794497561,0.015270851125895879,65.54965805140927,284.529,4.3885193,279.534,4.3940225
Australia,1994,4.1957083,293.701,16.41,557.506,Australia and New Zealand,Australia,-0.04793354767663527,0.016709707346455493,70.0003382027297,288.874,4.406949,284.529,4.3885193
Australia,1995,4.001723,305.056,16.858,645.68,Australia and New Zealand,Australia,-0.04623421985746712,0.03866176826091827,76.23116342635409,293.701,4.1957083,288.874,4.406949
Australia,1996,3.9997537,311.941,17.041,649.001,Australia and New Zealand,Australia,-0.0004921130223156656,0.022569626560369205,77.99005223746651,305.056,4.001723,293.701,4.1957083
Australia,1997,3.9143484,320.333,17.311,629.577,Australia and New Zealand,Australia,-0.02135263978879487,0.02690252323356046,81.83558724614294,311.941,3.9997537,305.056,4.001723
Australia,1998,3.8129077,334.136,17.867,680.273,Australia and New Zealand,Australia,-0.025915092279471197,0.043089534952689856,87.63285825145991,320.333,3.9143484,311.941,3.9997537
Australia,1999,3.7857795,343.959,18.189,696.619,Australia and New Zealand,Australia,-0.007114832598753895,0.029398209112457163,90.8555292245626,334.136,3.8129077,320.333,3.9143484
Australia,2000,3.7645082,350.008,18.294,745.01,Australia and New Zealand,Australia,-0.005618737171565358,0.017586398378876433,92.97575709889541,343.959,3.7857795,334.136,3.8129077
Australia,2001,3.655366,357.784,18.475,726.142,Australia and New Zealand,Australia,-0.02899241924881446,0.022216635048341704,97.87911798709077,350.008,3.7645082,343.959,3.7857795
Australia,2002,3.7108545,362.537,18.501,694.026,Australia and New Zealand,Australia,0.015180012069926807,0.013284551573016001,97.6963661604086,357.784,3.655366,350.008,3.7645082
Australia,2003,3.7965071,369.63,18.65,702.678,Australia and New Zealand,Australia,0.023081637935413513,0.019564899582663386,97.36054490718587,362.537,3.7108545,357.784,3.655366
Australia,2004,3.8290668,383.159,19.113,735.504,Australia and New Zealand,Australia,0.008576225236086144,0.036601466331195986,100.06589595146264,369.63,3.7965071,362.537,3.7108545
Australia,2005,4.095098,386.176,19.029,632.909,Australia and New Zealand,Australia,0.06947677172934141,0.007874015748031482,94.30201670387375,383.159,3.8290668,369.63,3.7965071
Australia,2006,4.023526,392.36,19.055,664.152,Australia and New Zealand,Australia,-0.017477481613382584,0.016013423931057424,97.51645695839917,386.176,4.095098,383.159,3.8290668
Australia,2007,3.7864707,399.475,19.064,693.954,Australia and New Zealand,Australia,-0.05891730288309316,0.01813385666224887,105.50061829344143,392.36,4.023526,386.176,4.095098
Australia,2008,3.499129,404.84,18.944,753.943,Australia and New Zealand,Australia,-0.07588641845294097,0.013430127041742068,115.69736354389906,399.475,3.7864707,392.36,4.023526
Australia,2009,3.7221737,407.094,18.689,693.025,Australia and New Zealand,Australia,0.06374292002381154,0.005567631656950844,109.36996304068238,404.84,3.499129,399.475,3.7864707
Australia,2010,4.0876446,405.131,18.297,857.474,Australia and New Zealand,Australia,0.09818749189485709,-0.004821982146629544,99.11111156777181,407.094,3.7221737,404.84,3.499129
Australia,2011,5.3919606,403.858,17.965,827.467,Australia and New Zealand,Australia,0.31908742751265606,-0.0031421935127156075,74.90002801578335,405.131,4.0876446,407.094,3.7221737
Australia,2012,5.399917,406.197,17.775,780.43,Australia and New Zealand,Australia,0.0014756042542298786,0.005791639635713608,75.22282286931447,403.858,5.3919606,405.131,4.0876446
Australia,2013,6.1726875,399.068,17.174,676.871,Australia and New Zealand,Australia,0.14310784776877128,-0.01755059737024156,64.65060802122251,406.197,5.399917,403.858,5.3919606
Australia,2014,5.6627235,392.729,16.644,660.795,Australia and New Zealand,Australia,-0.08261620242398471,-0.015884510910421312,69.35337739870222,399.068,6.1726875,406.197,5.399917
Australia,2015,5.9553065,401.497,16.765,635.95,Australia and New Zealand,Australia,0.051668247619718555,0.022325827733628012,67.41836041520281,392.729,5.6627235,399.068,6.1726875
Australia,2016,6.7850986,410.388,16.868,654.491,Australia and New Zealand,Australia,0.1393365899807173,0.022144623745631975,60.48371942597856,401.497,5.9553065,392.729,5.6627235
Australia,2017,6.3734684,413.818,16.733,685.722,Australia and New Zealand,Australia,-0.06066679708972844,0.008357944189401278,64.9282265210572,410.388,6.7850986,401.497,5.9553065
Australia,2018,7.847639,415.591,16.544,662.327,Australia and New Zealand,Australia,0.23129801663408256,0.004284492216384939,52.95745637637001,413.818,6.3734684,410.388,6.7850986
Australia,2019,8.40721,415.77,16.316,627.438,Australia and New Zealand,Australia,0.07130437574919024,0.00043071192590793395,49.45398057143809,415.591,7.847639,413.818,6.3734684
Australia,2020,10.29223,399.184,15.506,608.284,Australia and New Zealand,Australia,0.22421469191325083,-0.03989224811794967,38.78498634406732,415.77,8.40721,415.591,7.847639
Australia,2021,12.282586,389.02,14.987,609.463,Australia and New Zealand,Australia,0.19338432973223485,-0.0254619423624195,31.672483302783306,399.184,10.29223,415.77,8.40721
Australia,2022,13.247022,384.362,14.67,605.939,Australia and New Zealand,Australia,0.07852059818673363,-0.011973677445889619,29.014974082476805,389.02,12.282586,399.184,10.29223
Australia,2023,14.323447,382.972,14.478,580.988,Australia and New Zealand,Australia,0.08125788573462023,-0.003616382472773183,26.737418723300333,384.362,13.247022,389.02,12.282586
Austria,1992,29.827892,60.283,7.686,73.3,Western Europe,Europe,0.12437626256248491,-0.08359429631206095,2.0210278352891984,65.782,26.52839,62.184,27.76444
Austria,1993,30.718403,60.709,7.677,73.379,Western Europe,Europe,0.029854976007020584,0.007066668878456639,1.9763071667495216,60.283,29.827892,65.782,26.52839
Austria,1994,30.027718,61.083,7.695,73.262,Western Europe,Europe,-0.022484404544077297,0.006160536329045119,2.034220515858048,60.709,30.718403,60.283,29.827892
Austria,1995,30.140165,64.061,8.058,75.726,Western Europe,Europe,0.0037447734123519094,0.048753335625296934,2.1254362741544384,61.083,30.027718,60.709,30.718403
Austria,1996,27.074467,67.405,8.467,79.158,Western Europe,Europe,-0.10171470527782445,0.05220024663992118,2.48961503101797,64.061,30.140165,61.083,30.027718
Austria,1997,28.264048,67.302,8.445,79.395,Western Europe,Europe,0.04393737464896352,-0.0015280765521844542,2.381187577943542,67.405,27.074467,64.061,30.140165
Austria,1998,28.531652,66.937,8.39,79.504,Western Europe,Europe,0.00946799977129964,-0.005423315800422102,2.3460611393970456,67.302,28.264048,67.405,27.074467
Austria,1999,30.66756,65.668,8.215,77.358,Western Europe,Europe,0.07486099998696183,-0.018958124803920007,2.1412854495108187,66.937,28.531652,67.302,28.264048
Austria,2000,31.26769,66.177,8.259,76.664,Western Europe,Europe,0.01956888647156796,0.007751111652555265,2.116465910977114,65.668,30.66756,66.937,28.531652
Austria,2001,29.411423,70.166,8.725,80.562,Western Europe,Europe,-0.05936693756398381,0.06027774000030206,2.385671716734005,66.177,31.26769,65.668,30.66756
Austria,2002,28.923092,71.969,8.905,82.308,Western Europe,Europe,-0.016603446898846075,0.025696206139725675,2.488288596530412,70.166,29.411423,66.177,31.26769
Austria,2003,24.120514,77.396,9.528,89.567,Western Europe,Europe,-0.16604649323108334,0.07540746710389201,3.208721008184154,71.969,28.923092,70.166,29.411423
Austria,2004,26.119173,77.694,9.506,87.858,Western Europe,Europe,0.08286137683467265,0.0038503281823349944,2.9745964774612124,77.396,24.120514,71.969,28.923092
Austria,2005,26.316614,79.092,9.611,89.018,Western Europe,Europe,0.007559236274440995,0.017993667464669016,3.0054018347497133,77.694,26.119173,77.396,24.120514
Austria,2006,26.989784,76.812,9.288,87.043,Western Europe,Europe,0.025579658538138705,-0.028827188590502262,2.8459657179916666,79.092,26.316614,77.694,26.119173
Austria,2007,29.094082,74.112,8.932,84.846,Western Europe,Europe,0.07796646316250633,-0.03515075769411036,2.5473221667554244,76.812,26.989784,79.092,26.316614
Austria,2008,29.577007,73.49,8.829,84.613,Western Europe,Europe,0.016598736471561404,-0.00839270293609673,2.484700362007555,74.112,29.094082,76.812,26.989784
Austria,2009,32.5476,67.307,8.065,77.505,Western Europe,Europe,0.10043588927033786,-0.08413389576813157,2.0679558554240556,73.49,29.577007,74.112,29.094082
Austria,2010,30.113115,72.008,8.608,82.282,Western Europe,Europe,-0.07479768093499983,0.06984414696836883,2.3912504568192294,67.307,32.5476,73.49,29.577007
Austria,2011,29.15819,69.901,8.328,80.099,Western Europe,Europe,-0.03171126600486196,-0.029260637706921444,2.3973024388688047,72.008,30.113115,67.307,32.5476
Austria,2012,34.49825,67.274,7.979,77.206,Western Europe,Europe,0.183140997435026,-0.03758172272213556,1.9500699310834608,69.901,29.15819,72.008,30.113115
Austria,2013,34.02354,67.767,7.99,78.082,Western Europe,Europe,-0.013760408136644697,0.007328239736004827,1.9917680523543406,67.274,34.49825,69.901,29.15819
Austria,2014,35.016697,64.166,7.507,73.861,Western Europe,Europe,0.02919029001685325,-0.053137958003157904,1.8324401070723488,67.767,34.02354,67.274,34.49825
Austria,2015,33.051586,66.357,7.677,75.462,Western Europe,Europe,-0.056119256479273294,0.03414580930710964,2.007679752493572,64.166,35.016697,67.767,34.02354
Austria,2016,34.026432,67.217,7.693,76.329,Western Europe,Europe,0.02949468143525702,0.012960200129602084,1.9754348619332172,66.357,33.051586,64.166,35.016697
Austria,2017,33.21268,69.598,7.91,78.939,Western Europe,Europe,-0.023915290324886262,0.035422586548045976,2.095524962153009,67.217,34.026432,66.357,33.051586
Austria,2018,33.13921,66.562,7.528,76.058,Western Europe,Europe,-0.00221210694228835,-0.04362194315928625,2.0085572347681193,69.598,33.21268,67.217,34.026432
Austria,2019,34.18949,67.946,7.651,77.42,Western Europe,Europe,0.0316929703514357,0.02079264445178941,1.987335874270134,66.562,33.13921,69.598,33.21268
Austria,2020,36.879936,62.176,6.969,71.567,Western Europe,Europe,0.07869219458962395,-0.08492037794719332,1.6859031425651063,67.946,34.18949,66.562,33.13921
Austria,2021,34.638123,65.757,7.333,75.383,Western Europe,Europe,-0.060786792037817006,0.057594570252187394,1.8983996332595736,62.176,36.879936,67.946,34.18949
Austria,2022,35.134083,61.489,6.783,70.782,Western Europe,Europe,0.01431832781470277,-0.06490563742263189,1.750123946596244,65.757,34.638123,62.176,36.879936
Austria,2023,40.022125,58.578,6.416,67.949,Western Europe,Europe,0.1391253615470769,-0.0473418009725316,1.4636404238905356,61.489,35.134083,65.757,34.638123
Azerbaijan,1992,2.2671876,56.174,7.585,69.278,Western Asia,Asia,0.15998550010194457,0.12242492057465992,24.776952732098568,50.047,1.9544965,51.318,1.7696381
Azerbaijan,1993,3.6319344,48.406,6.451,60.71,Western Asia,Asia,0.6019558328565311,-0.1382846156584897,13.32788389570032,56.174,2.2671876,50.047,1.9544965
Azerbaijan,1994,2.9807847,41.945,5.513,54.002,Western Asia,Asia,-0.17928454324505416,-0.13347518902615374,14.071797939649919,48.406,3.6319344,56.174,2.2671876
Azerbaijan,1995,2.6951706,33.309,4.315,45.553,Western Asia,Asia,-0.09581842660424289,-0.20588866372630832,12.358772390883159,41.945,2.9807847,48.406,3.6319344
Azerbaijan,1996,3.2475834,31.242,3.99,43.854,Western Asia,Asia,0.20496394551053654,-0.06205530036926943,9.620076269634831,33.309,2.6951706,41.945,2.9807847
Azerbaijan,1997,3.778814,29.843,3.76,42.664,Western Asia,Asia,0.16357720020369615,-0.04477946354266693,7.897451422589204,31.242,3.2475834,33.309,2.6951706
Azerbaijan,1998,4.2910814,31.785,3.96,44.137,Western Asia,Asia,0.13556300998143866,0.06507388667359182,7.407223736189203,29.843,3.778814,31.242,3.2475834
Azerbaijan,1999,3.3179066,28.822,3.558,42.208,Western Asia,Asia,-0.22679010470414296,-0.09322007236117669,8.686802696615992,31.785,4.2910814,29.843,3.778814
Azerbaijan,2000,3.2334957,29.765,3.641,42.961,Western Asia,Asia,-0.02544101151008893,0.03271806259107635,9.205207849820242,28.822,3.3179066,31.785,4.2910814
Azerbaijan,2001,2.8298752,28.415,3.444,41.762,Western Asia,Asia,-0.12482481420958746,-0.0453552830505628,10.041078843335564,29.765,3.2334957,28.822,3.3179066
Azerbaijan,2002,4.4186716,28.57,3.431,41.754,Western Asia,Asia,0.5614369142497873,0.00545486538799933,6.465744139030383,28.415,2.8298752,29.765,3.2334957
Azerbaijan,2003,4.963229,30.488,3.629,43.736,Western Asia,Asia,0.12324007061307762,0.06713335666783338,6.142775197356398,28.57,4.4186716,28.415,2.8298752
Azerbaijan,2004,4.8662996,32.253,3.799,45.975,Western Asia,Asia,-0.019529503877415366,0.057891629493571184,6.627828668830831,30.488,4.963229,28.57,4.4186716
Azerbaijan,2005,4.8642797,34.194,3.977,49.081,Western Asia,Asia,-0.0004150792524159064,0.06018044833038805,7.02961221576136,32.253,4.8662996,30.488,4.963229
Azerbaijan,2006,4.113798,34.522,3.963,50.485,Western Asia,Asia,-0.1542842406862418,0.00959232613908867,8.39175866194694,34.194,4.8642797,32.253,4.8662996
Azerbaijan,2007,4.172744,30.037,3.402,50.614,Western Asia,Asia,0.014328851343697435,-0.1299171542784311,7.198380729802739,34.522,4.113798,34.194,4.8642797
Azerbaijan,2008,3.9057946,33.037,3.694,56.445,Western Asia,Asia,-0.06397454528722579,0.09987681859040509,8.458458107346454,30.037,4.172744,34.522,4.113798
Azerbaijan,2009,4.6727557,29.103,3.217,51.072,Western Asia,Asia,0.19636493429531598,-0.11907860883252108,6.228230592067975,33.037,3.9057946,30.037,4.172744
Azerbaijan,2010,7.0208406,27.549,3.012,49.856,Western Asia,Asia,0.5025053845635457,-0.05339655705597368,3.9238891137907332,29.103,4.6727557,33.037,3.9057946
Azerbaijan,2011,4.771241,30.21,3.264,52.297,Western Asia,Asia,-0.32041741554422987,0.0965915278231515,6.331686033046749,27.549,7.0208406,29.103,4.6727557
Azerbaijan,2012,3.13323,32.773,3.495,56.066,Western Asia,Asia,-0.3433092145209181,0.08483945713339969,10.45981303638737,30.21,4.771241,27.549,7.0208406
Azerbaijan,2013,2.6123571,33.555,3.53,56.795,Western Asia,Asia,-0.16624151434781365,0.023861105178042852,12.844721726597026,32.773,3.13323,30.21,4.771241
Azerbaijan,2014,2.2877438,34.348,3.566,58.263,Western Asia,Asia,-0.1242606916183091,0.023632841603337784,15.013918953687035,33.555,2.6123571,32.773,3.13323
Azerbaijan,2015,2.5956335,34.683,3.556,60.206,Western Asia,Asia,0.13458224649106243,0.00975311517410038,13.362055929698858,34.348,2.2877438,33.555,2.6123571
Azerbaijan,2016,3.1447477,34.727,3.519,61.81,Western Asia,Asia,0.21155305631553922,0.0012686330478908214,11.042857269599084,34.683,2.5956335,34.348,2.2877438
Azerbaijan,2017,2.8683722,34.699,3.481,59.813,Western Asia,Asia,-0.08788479279275718,-0.000806289054626097,12.097105110696582,34.727,3.1447477,34.683,2.5956335
Azerbaijan,2018,2.8174486,34.569,3.443,59.933,Western Asia,Asia,-0.017753484014382814,-0.0037465056629872873,12.269611591139586,34.699,2.8683722,34.727,3.1447477
Azerbaijan,2019,2.4512126,37.746,3.733,64.8,Western Asia,Asia,-0.1299885293382106,0.09190315022129658,15.398909095033211,34.569,2.8174486,34.699,2.8683722
Azerbaijan,2020,1.7904454,36.233,3.559,63.911,Western Asia,Asia,-0.26956747856142704,-0.04008371747999806,20.2368639669213,37.746,2.4512126,34.569,2.8174486
Azerbaijan,2021,1.9303348,38.293,3.742,68.69,Western Asia,Asia,0.07813106169001305,0.05685424888913437,19.837491403045732,36.233,1.7904454,37.746,2.4512126
Azerbaijan,2022,2.1882486,40.391,3.923,71.771,Western Asia,Asia,0.133610915577961,0.054788081372574515,18.458140450769623,38.293,1.9303348,36.233,1.7904454
Azerbaijan,2023,2.2942455,43.937,4.258,77.125,Western Asia,Asia,0.048439149007110105,0.08779183481468644,19.150958343385657,40.391,2.1882486,38.293,1.9303348
Bangladesh,1992,2.850549,15.391,0.133,106.954,Southern Asia,Asia,-0.12926963641148814,0.04324544160509736,5.399310799428461,14.753,3.2737448,14.082,3.331917
Bangladesh,1993,1.9793183,16.074,0.136,110.402,Southern Asia,Asia,-0.30563610729020974,0.04437658371775721,8.120977813421925,15.391,2.850549,14.753,3.2737448
Bangladesh,1994,2.5986552,17.553,0.146,112.925,Southern Asia,Asia,0.31290414482602413,0.09201194475550567,6.754647557706002,16.074,1.9793183,15.391,2.850549
Bangladesh,1995,0.9653535,21.056,0.172,119.372,Southern Asia,Asia,-0.6285180504131522,0.1995670255796731,21.811699030458794,17.553,2.5986552,16.074,1.9793183
Bangladesh,1996,1.831692,21.507,0.172,125.349,Southern Asia,Asia,0.8974313554568354,0.021419072948328344,11.741602845893306,21.056,0.9653535,17.553,2.5986552
Bangladesh,1997,1.6959825,23.144,0.182,127.452,Southern Asia,Asia,-0.07408969411888033,0.07611475333612305,13.646367223718405,21.507,1.831692,21.056,0.9653535
Bangladesh,1998,1.916027,23.216,0.179,127.067,Southern Asia,Asia,0.12974455809538132,0.003110957483581256,12.116739482272433,23.144,1.6959825,21.507,1.831692
